case,instr,mask,warp,thread,golden_ct,faulty_ct,diff_count,diff_positions,fault_column,fault_done
round9,3704,1,-1,-1,3925841d02dc09fbdc118597196a0b32,3925391d028c09fbbc118597196a0b5e,4,"2,5,8,15",2,1
round9,3706,255,-1,-1,3925841d02dc09fbdc118597196a0b32,f925841d02dc090cdc117d9719680b32,4,"0,7,10,13",0,1
round9,3706,128,-1,-1,3925841d02dc09fbdc118597196a0b32,fd25841d02dc09f7dc11f99719c50b32,4,"0,7,10,13",0,1
round9,3706,85,-1,-1,3925841d02dc09fbdc118597196a0b32,f825841d02dc09abdc11f39719e90b32,4,"0,7,10,13",0,1
round9,3706,42,-1,-1,3925841d02dc09fbdc118597196a0b32,5125841d02dc0942dc118697199c0b32,4,"0,7,10,13",0,1
round9,3706,1,-1,-1,3925841d02dc09fbdc118597196a0b32,4a25841d02dc0918dc11d29719520b32,4,"0,7,10,13",0,1
round9,3708,255,-1,-1,3925841d02dc09fbdc118597196a0b32,3925251d020109fbfe118597196a0bfa,4,"2,5,8,15",2,1
round9,3708,128,-1,-1,3925841d02dc09fbdc118597196a0b32,3925991d02c609fb41118597196a0b57,4,"2,5,8,15",2,1
round9,3708,85,-1,-1,3925841d02dc09fbdc118597196a0b32,39256e1d02fe09fb5b118597196a0b37,4,"2,5,8,15",2,1
round9,3708,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3925911d027409fb78118597196a0b8c,4,"2,5,8,15",2,1
round9,3708,1,-1,-1,3925841d02dc09fbdc118597196a0b32,3925391d028c09fbbc118597196a0b5e,4,"2,5,8,15",2,1
round9,3710,255,-1,-1,3925841d02dc09fbdc118597196a0b32,395e841d38dc09fbdc118518196ae832,4,"1,4,11,14",1,1
round9,3710,85,-1,-1,3925841d02dc09fbdc118597196a0b32,39fd841d17dc09fbdc118591196a5c32,4,"1,4,11,14",1,1
round9,3710,42,-1,-1,3925841d02dc09fbdc118597196a0b32,39fc841dc1dc09fbdc118525196a0d32,4,"1,4,11,14",1,1
round9,3710,1,-1,-1,3925841d02dc09fbdc118597196a0b32,39b0841dcbdc09fbdc118550196a3032,4,"1,4,11,14",1,1
round9,3712,255,-1,-1,3925841d02dc09fbdc118597196a0b32,f925841d02dc090cdc117d9719680b32,4,"0,7,10,13",0,1
round9,3712,128,-1,-1,3925841d02dc09fbdc118597196a0b32,fd25841d02dc09f7dc11f99719c50b32,4,"0,7,10,13",0,1
round9,3712,85,-1,-1,3925841d02dc09fbdc118597196a0b32,f825841d02dc09abdc11f39719e90b32,4,"0,7,10,13",0,1
round9,3712,42,-1,-1,3925841d02dc09fbdc118597196a0b32,5125841d02dc0942dc118697199c0b32,4,"0,7,10,13",0,1
round9,3712,1,-1,-1,3925841d02dc09fbdc118597196a0b32,4a25841d02dc0918dc11d29719520b32,4,"0,7,10,13",0,1
round9,3714,255,-1,-1,3925841d02dc09fbdc118597196a0b32,395c841dc3dc09fbdc1185b7196ad432,4,"1,4,11,14",1,1
round9,3714,128,-1,-1,3925841d02dc09fbdc118597196a0b32,3919841d96dc09fbdc1185f7196a1732,4,"1,4,11,14",1,1
round9,3714,85,-1,-1,3925841d02dc09fbdc118597196a0b32,395d841dafdc09fbdc1185f5196a7632,4,"1,4,11,14",1,1
round9,3714,42,-1,-1,3925841d02dc09fbdc118597196a0b32,39f2841ddadc09fbdc11856d196a2332,4,"1,4,11,14",1,1
round9,3714,1,-1,-1,3925841d02dc09fbdc118597196a0b32,396f841d5bdc09fbdc1185d5196a8832,4,"1,4,11,14",1,1
round9,3716,255,-1,-1,3925841d02dc09fbdc118597196a0b32,3925251d020109fbfe118597196a0bfa,4,"2,5,8,15",2,1
round9,3716,128,-1,-1,3925841d02dc09fbdc118597196a0b32,3925991d02c609fb41118597196a0b57,4,"2,5,8,15",2,1
round9,3716,85,-1,-1,3925841d02dc09fbdc118597196a0b32,39256e1d02fe09fb5b118597196a0b37,4,"2,5,8,15",2,1
round9,3716,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3925911d027409fb78118597196a0b8c,4,"2,5,8,15",2,1
round9,3716,1,-1,-1,3925841d02dc09fbdc118597196a0b32,3925391d028c09fbbc118597196a0b5e,4,"2,5,8,15",2,1
round9,3718,255,-1,-1,3925841d02dc09fbdc118597196a0b32,395c841dc3dc09fbdc1185b7196ad432,4,"1,4,11,14",1,1
round9,3718,128,-1,-1,3925841d02dc09fbdc118597196a0b32,3919841d96dc09fbdc1185f7196a1732,4,"1,4,11,14",1,1
round9,3718,85,-1,-1,3925841d02dc09fbdc118597196a0b32,395d841dafdc09fbdc1185f5196a7632,4,"1,4,11,14",1,1
round9,3718,42,-1,-1,3925841d02dc09fbdc118597196a0b32,39f2841ddadc09fbdc11856d196a2332,4,"1,4,11,14",1,1
round9,3718,1,-1,-1,3925841d02dc09fbdc118597196a0b32,396f841d5bdc09fbdc1185d5196a8832,4,"1,4,11,14",1,1
round9,3720,255,-1,-1,3925841d02dc09fbdc118597196a0b32,f925841d02dc090cdc117d9719680b32,4,"0,7,10,13",0,1
round9,3720,128,-1,-1,3925841d02dc09fbdc118597196a0b32,fd25841d02dc09f7dc11f99719c50b32,4,"0,7,10,13",0,1
round9,3720,85,-1,-1,3925841d02dc09fbdc118597196a0b32,f825841d02dc09abdc11f39719e90b32,4,"0,7,10,13",0,1
round9,3720,42,-1,-1,3925841d02dc09fbdc118597196a0b32,5125841d02dc0942dc118697199c0b32,4,"0,7,10,13",0,1
round9,3720,1,-1,-1,3925841d02dc09fbdc118597196a0b32,4a25841d02dc0918dc11d29719520b32,4,"0,7,10,13",0,1
round9,3722,255,-1,-1,3925841d02dc09fbdc118597196a0b32,395c841dc3dc09fbdc1185b7196ad432,4,"1,4,11,14",1,1
round9,3722,128,-1,-1,3925841d02dc09fbdc118597196a0b32,3919841d96dc09fbdc1185f7196a1732,4,"1,4,11,14",1,1
round9,3722,85,-1,-1,3925841d02dc09fbdc118597196a0b32,395d841dafdc09fbdc1185f5196a7632,4,"1,4,11,14",1,1
round9,3722,42,-1,-1,3925841d02dc09fbdc118597196a0b32,39f2841ddadc09fbdc11856d196a2332,4,"1,4,11,14",1,1
round9,3722,1,-1,-1,3925841d02dc09fbdc118597196a0b32,396f841d5bdc09fbdc1185d5196a8832,4,"1,4,11,14",1,1
round9,3724,255,-1,-1,3925841d02dc09fbdc118597196a0b32,395c841dc3dc09fbdc1185b7196ad432,4,"1,4,11,14",1,1
round9,3724,128,-1,-1,3925841d02dc09fbdc118597196a0b32,3919841d96dc09fbdc1185f7196a1732,4,"1,4,11,14",1,1
round9,3724,85,-1,-1,3925841d02dc09fbdc118597196a0b32,395d841dafdc09fbdc1185f5196a7632,4,"1,4,11,14",1,1
round9,3724,42,-1,-1,3925841d02dc09fbdc118597196a0b32,39f2841ddadc09fbdc11856d196a2332,4,"1,4,11,14",1,1
round9,3724,1,-1,-1,3925841d02dc09fbdc118597196a0b32,396f841d5bdc09fbdc1185d5196a8832,4,"1,4,11,14",1,1
round9,3726,255,-1,-1,3925841d02dc09fbdc118597196a0b32,f925841d02dc090cdc117d9719680b32,4,"0,7,10,13",0,1
round9,3726,128,-1,-1,3925841d02dc09fbdc118597196a0b32,fd25841d02dc09f7dc11f99719c50b32,4,"0,7,10,13",0,1
round9,3726,85,-1,-1,3925841d02dc09fbdc118597196a0b32,f825841d02dc09abdc11f39719e90b32,4,"0,7,10,13",0,1
round9,3726,42,-1,-1,3925841d02dc09fbdc118597196a0b32,5125841d02dc0942dc118697199c0b32,4,"0,7,10,13",0,1
round9,3726,1,-1,-1,3925841d02dc09fbdc118597196a0b32,4a25841d02dc0918dc11d29719520b32,4,"0,7,10,13",0,1
round9,3734,255,-1,-1,3925841d02dc09fbdc118597196a0b32,7a25841d02dc09e9dc111c9719c30b32,4,"0,7,10,13",0,1
round9,3734,128,-1,-1,3925841d02dc09fbdc118597196a0b32,1825841d02dc09bddc11109719120b32,4,"0,7,10,13",0,1
round9,3734,85,-1,-1,3925841d02dc09fbdc118597196a0b32,f625841d02dc09f0dc11169719710b32,4,"0,7,10,13",0,1
round9,3734,42,-1,-1,3925841d02dc09fbdc118597196a0b32,cc25841d02dc0900dc117e97198f0b32,4,"0,7,10,13",0,1
round9,3734,1,-1,-1,3925841d02dc09fbdc118597196a0b32,ea25841d02dc09f9dc11e79719a50b32,4,"0,7,10,13",0,1
round9,3736,255,-1,-1,3925841d02dc09fbdc118597196a0b32,3922841d2adc09fbdc118570196a2f32,4,"1,4,11,14",1,1
round9,3736,128,-1,-1,3925841d02dc09fbdc118597196a0b32,39f8841d64dc09fbdc11858d196a2632,4,"1,4,11,14",1,1
round9,3736,85,-1,-1,3925841d02dc09fbdc118597196a0b32,392a841dacdc09fbdc1185c3196aca32,4,"1,4,11,14",1,1
round9,3736,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3909841df3dc09fbdc1185bb196ae432,4,"1,4,11,14",1,1
round9,3736,1,-1,-1,3925841d02dc09fbdc118597196a0b32,3988841deedc09fbdc11857d196a6b32,4,"1,4,11,14",1,1
round9,3738,255,-1,-1,3925841d02dc09fbdc118597196a0b32,da25841d02dc097edc11789719670b32,4,"0,7,10,13",0,1
round9,3738,85,-1,-1,3925841d02dc09fbdc118597196a0b32,cc25841d02dc0900dc117e97198f0b32,4,"0,7,10,13",0,1
round9,3738,42,-1,-1,3925841d02dc09fbdc118597196a0b32,f425841d02dc09b6dc11d19719660b32,4,"0,7,10,13",0,1
round9,3738,1,-1,-1,3925841d02dc09fbdc118597196a0b32,1625841d02dc0984dc11cc97196f0b32,4,"0,7,10,13",0,1
round9,3740,255,-1,-1,3925841d02dc09fbdc118597196a0b32,3925843c02dc11fbdce18597876a0b32,4,"3,6,9,12",3,1
round9,3740,128,-1,-1,3925841d02dc09fbdc118597196a0b32,392584b802dc4efbdcda8597636a0b32,4,"3,6,9,12",3,1
round9,3740,85,-1,-1,3925841d02dc09fbdc118597196a0b32,3925847f02dcb1fbdc698597aa6a0b32,4,"3,6,9,12",3,1
round9,3740,42,-1,-1,3925841d02dc09fbdc118597196a0b32,392584e402dc85fbdc048597946a0b32,4,"3,6,9,12",3,1
round9,3740,1,-1,-1,3925841d02dc09fbdc118597196a0b32,3925849702dc8cfbdc478597786a0b32,4,"3,6,9,12",3,1
round9,3742,255,-1,-1,3925841d02dc09fbdc118597196a0b32,394a841dffdc09fbdc11851e196a3132,4,"1,4,11,14",1,1
round9,3742,85,-1,-1,3925841d02dc09fbdc118597196a0b32,3967841daadc09fbdc1185d8196ae232,4,"1,4,11,14",1,1
round9,3742,42,-1,-1,3925841d02dc09fbdc118597196a0b32,39f7841d12dc09fbdc118535196a3532,4,"1,4,11,14",1,1
round9,3742,1,-1,-1,3925841d02dc09fbdc118597196a0b32,391c841d19dc09fbdc1185b9196adf32,4,"1,4,11,14",1,1
round9,3744,255,-1,-1,3925841d02dc09fbdc118597196a0b32,3972841da5dc09fbdc11858e196aaa32,4,"1,4,11,14",1,1
round9,3744,128,-1,-1,3925841d02dc09fbdc118597196a0b32,39f8841d64dc09fbdc11858d196a2632,4,"1,4,11,14",1,1
round9,3744,85,-1,-1,3925841d02dc09fbdc118597196a0b32,39c3841d09dc09fbdc118530196aa332,4,"1,4,11,14",1,1
round9,3744,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3941841dd5dc09fbdc11859f196a0332,4,"1,4,11,14",1,1
round9,3744,1,-1,-1,3925841d02dc09fbdc118597196a0b32,39bd841d98dc09fbdc1185d0196a3e32,4,"1,4,11,14",1,1
round9,3746,255,-1,-1,3925841d02dc09fbdc118597196a0b32,392584bc02dc55fbdc928597b66a0b32,4,"3,6,9,12",3,1
round9,3746,85,-1,-1,3925841d02dc09fbdc118597196a0b32,3925848a02dcaefbdc3e8597fa6a0b32,4,"3,6,9,12",3,1
round9,3746,42,-1,-1,3925841d02dc09fbdc118597196a0b32,392584c302dc4dfbdc0d8597fd6a0b32,4,"3,6,9,12",3,1
round9,3746,1,-1,-1,3925841d02dc09fbdc118597196a0b32,3925849502dca9fbdc0b85979a6a0b32,4,"3,6,9,12",3,1
round9,3748,255,-1,-1,3925841d02dc09fbdc118597196a0b32,8825841d02dc09d6dc11499719cb0b32,4,"0,7,10,13",0,1
round9,3748,128,-1,-1,3925841d02dc09fbdc118597196a0b32,1225841d02dc097fdc118c97197c0b32,4,"0,7,10,13",0,1
round9,3748,85,-1,-1,3925841d02dc09fbdc118597196a0b32,4c25841d02dc097ddc11bd97191e0b32,4,"0,7,10,13",0,1
round9,3748,42,-1,-1,3925841d02dc09fbdc118597196a0b32,2425841d02dc09e8dc111497196d0b32,4,"0,7,10,13",0,1
round9,3748,1,-1,-1,3925841d02dc09fbdc118597196a0b32,4225841d02dc09f6dc111b9719cf0b32,4,"0,7,10,13",0,1
round9,3750,255,-1,-1,3925841d02dc09fbdc118597196a0b32,3972841da5dc09fbdc11858e196aaa32,4,"1,4,11,14",1,1
round9,3750,128,-1,-1,3925841d02dc09fbdc118597196a0b32,39f8841d64dc09fbdc11858d196a2632,4,"1,4,11,14",1,1
round9,3750,85,-1,-1,3925841d02dc09fbdc118597196a0b32,39c3841d09dc09fbdc118530196aa332,4,"1,4,11,14",1,1
round9,3750,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3941841dd5dc09fbdc11859f196a0332,4,"1,4,11,14",1,1
round9,3750,1,-1,-1,3925841d02dc09fbdc118597196a0b32,39bd841d98dc09fbdc1185d0196a3e32,4,"1,4,11,14",1,1
round9,3752,255,-1,-1,3925841d02dc09fbdc118597196a0b32,392584bc02dc55fbdc928597b66a0b32,4,"3,6,9,12",3,1
round9,3752,85,-1,-1,3925841d02dc09fbdc118597196a0b32,3925848a02dcaefbdc3e8597fa6a0b32,4,"3,6,9,12",3,1
round9,3752,42,-1,-1,3925841d02dc09fbdc118597196a0b32,392584c302dc4dfbdc0d8597fd6a0b32,4,"3,6,9,12",3,1
round9,3752,1,-1,-1,3925841d02dc09fbdc118597196a0b32,3925849502dca9fbdc0b85979a6a0b32,4,"3,6,9,12",3,1
round9,3754,255,-1,-1,3925841d02dc09fbdc118597196a0b32,8825841d02dc09d6dc11499719cb0b32,4,"0,7,10,13",0,1
round9,3754,128,-1,-1,3925841d02dc09fbdc118597196a0b32,1225841d02dc097fdc118c97197c0b32,4,"0,7,10,13",0,1
round9,3754,85,-1,-1,3925841d02dc09fbdc118597196a0b32,4c25841d02dc097ddc11bd97191e0b32,4,"0,7,10,13",0,1
round9,3754,42,-1,-1,3925841d02dc09fbdc118597196a0b32,2425841d02dc09e8dc111497196d0b32,4,"0,7,10,13",0,1
round9,3754,1,-1,-1,3925841d02dc09fbdc118597196a0b32,4225841d02dc09f6dc111b9719cf0b32,4,"0,7,10,13",0,1
round9,3756,255,-1,-1,3925841d02dc09fbdc118597196a0b32,8825841d02dc09d6dc11499719cb0b32,4,"0,7,10,13",0,1
round9,3756,128,-1,-1,3925841d02dc09fbdc118597196a0b32,1225841d02dc097fdc118c97197c0b32,4,"0,7,10,13",0,1
round9,3756,85,-1,-1,3925841d02dc09fbdc118597196a0b32,4c25841d02dc097ddc11bd97191e0b32,4,"0,7,10,13",0,1
round9,3756,42,-1,-1,3925841d02dc09fbdc118597196a0b32,2425841d02dc09e8dc111497196d0b32,4,"0,7,10,13",0,1
round9,3756,1,-1,-1,3925841d02dc09fbdc118597196a0b32,4225841d02dc09f6dc111b9719cf0b32,4,"0,7,10,13",0,1
round9,3758,255,-1,-1,3925841d02dc09fbdc118597196a0b32,3972841da5dc09fbdc11858e196aaa32,4,"1,4,11,14",1,1
round9,3758,128,-1,-1,3925841d02dc09fbdc118597196a0b32,39f8841d64dc09fbdc11858d196a2632,4,"1,4,11,14",1,1
round9,3758,85,-1,-1,3925841d02dc09fbdc118597196a0b32,39c3841d09dc09fbdc118530196aa332,4,"1,4,11,14",1,1
round9,3758,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3941841dd5dc09fbdc11859f196a0332,4,"1,4,11,14",1,1
round9,3758,1,-1,-1,3925841d02dc09fbdc118597196a0b32,39bd841d98dc09fbdc1185d0196a3e32,4,"1,4,11,14",1,1
round9,3760,255,-1,-1,3925841d02dc09fbdc118597196a0b32,3972841da5dc09fbdc11858e196aaa32,4,"1,4,11,14",1,1
round9,3760,128,-1,-1,3925841d02dc09fbdc118597196a0b32,39f8841d64dc09fbdc11858d196a2632,4,"1,4,11,14",1,1
round9,3760,85,-1,-1,3925841d02dc09fbdc118597196a0b32,39c3841d09dc09fbdc118530196aa332,4,"1,4,11,14",1,1
round9,3760,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3941841dd5dc09fbdc11859f196a0332,4,"1,4,11,14",1,1
round9,3760,1,-1,-1,3925841d02dc09fbdc118597196a0b32,39bd841d98dc09fbdc1185d0196a3e32,4,"1,4,11,14",1,1
round9,3762,255,-1,-1,3925841d02dc09fbdc118597196a0b32,3925841602dc1efbdc3685976a6a0b32,4,"3,6,9,12",3,1
round9,3762,128,-1,-1,3925841d02dc09fbdc118597196a0b32,392584b802dc4efbdcda8597636a0b32,4,"3,6,9,12",3,1
round9,3762,85,-1,-1,3925841d02dc09fbdc118597196a0b32,3925843b02dc73fbdcd785975f6a0b32,4,"3,6,9,12",3,1
round9,3762,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3925840e02dc75fbdc128597486a0b32,4,"3,6,9,12",3,1
round9,3762,1,-1,-1,3925841d02dc09fbdc118597196a0b32,3925848b02dccbfbdc7e8597b96a0b32,4,"3,6,9,12",3,1
round9,3764,255,-1,-1,3925841d02dc09fbdc118597196a0b32,3972841da5dc09fbdc11858e196aaa32,4,"1,4,11,14",1,1
round9,3764,128,-1,-1,3925841d02dc09fbdc118597196a0b32,39f8841d64dc09fbdc11858d196a2632,4,"1,4,11,14",1,1
round9,3764,85,-1,-1,3925841d02dc09fbdc118597196a0b32,39c3841d09dc09fbdc118530196aa332,4,"1,4,11,14",1,1
round9,3764,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3941841dd5dc09fbdc11859f196a0332,4,"1,4,11,14",1,1
round9,3764,1,-1,-1,3925841d02dc09fbdc118597196a0b32,39bd841d98dc09fbdc1185d0196a3e32,4,"1,4,11,14",1,1
round9,3766,255,-1,-1,3925841d02dc09fbdc118597196a0b32,3925841602dc1efbdc3685976a6a0b32,4,"3,6,9,12",3,1
round9,3766,128,-1,-1,3925841d02dc09fbdc118597196a0b32,392584b802dc4efbdcda8597636a0b32,4,"3,6,9,12",3,1
round9,3766,85,-1,-1,3925841d02dc09fbdc118597196a0b32,3925843b02dc73fbdcd785975f6a0b32,4,"3,6,9,12",3,1
round9,3766,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3925840e02dc75fbdc128597486a0b32,4,"3,6,9,12",3,1
round9,3766,1,-1,-1,3925841d02dc09fbdc118597196a0b32,3925848b02dccbfbdc7e8597b96a0b32,4,"3,6,9,12",3,1
round9,3768,255,-1,-1,3925841d02dc09fbdc118597196a0b32,39256a1d024e09fbdd118597196a0ba2,4,"2,5,8,15",2,1
round9,3768,85,-1,-1,3925841d02dc09fbdc118597196a0b32,3925cb1d026409fb38118597196a0b44,4,"2,5,8,15",2,1
round9,3768,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3925dc1d02c609fbfd118597196a0b10,4,"2,5,8,15",2,1
round9,3768,1,-1,-1,3925841d02dc09fbdc118597196a0b32,3925db1d026809fba3118597196a0b02,4,"2,5,8,15",2,1
round9,3770,255,-1,-1,3925841d02dc09fbdc118597196a0b32,3972841da5dc09fbdc11858e196aaa32,4,"1,4,11,14",1,1
round9,3770,128,-1,-1,3925841d02dc09fbdc118597196a0b32,39f8841d64dc09fbdc11858d196a2632,4,"1,4,11,14",1,1
round9,3770,85,-1,-1,3925841d02dc09fbdc118597196a0b32,39c3841d09dc09fbdc118530196aa332,4,"1,4,11,14",1,1
round9,3770,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3941841dd5dc09fbdc11859f196a0332,4,"1,4,11,14",1,1
round9,3770,1,-1,-1,3925841d02dc09fbdc118597196a0b32,39bd841d98dc09fbdc1185d0196a3e32,4,"1,4,11,14",1,1
round9,3772,255,-1,-1,3925841d02dc09fbdc118597196a0b32,3925b01d02a509fb6f118597196a0b81,4,"2,5,8,15",2,1
round9,3772,128,-1,-1,3925841d02dc09fbdc118597196a0b32,3925e51d022009fb55118597196a0b59,4,"2,5,8,15",2,1
round9,3772,85,-1,-1,3925841d02dc09fbdc118597196a0b32,3925f11d024809fb3e118597196a0bb3,4,"2,5,8,15",2,1
round9,3772,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3925e11d028b09fb71118597196a0b67,4,"2,5,8,15",2,1
round9,3772,1,-1,-1,3925841d02dc09fbdc118597196a0b32,3925f41d02de09fb72118597196a0b42,4,"2,5,8,15",2,1
round9,3774,255,-1,-1,3925841d02dc09fbdc118597196a0b32,3925841602dc1efbdc3685976a6a0b32,4,"3,6,9,12",3,1
round9,3774,128,-1,-1,3925841d02dc09fbdc118597196a0b32,392584b802dc4efbdcda8597636a0b32,4,"3,6,9,12",3,1
round9,3774,85,-1,-1,3925841d02dc09fbdc118597196a0b32,3925843b02dc73fbdcd785975f6a0b32,4,"3,6,9,12",3,1
round9,3774,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3925840e02dc75fbdc128597486a0b32,4,"3,6,9,12",3,1
round9,3774,1,-1,-1,3925841d02dc09fbdc118597196a0b32,3925848b02dccbfbdc7e8597b96a0b32,4,"3,6,9,12",3,1
round9,3776,255,-1,-1,3925841d02dc09fbdc118597196a0b32,3925b01d02a509fb6f118597196a0b81,4,"2,5,8,15",2,1
round9,3776,128,-1,-1,3925841d02dc09fbdc118597196a0b32,3925e51d022009fb55118597196a0b59,4,"2,5,8,15",2,1
round9,3776,85,-1,-1,3925841d02dc09fbdc118597196a0b32,3925f11d024809fb3e118597196a0bb3,4,"2,5,8,15",2,1
round9,3776,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3925e11d028b09fb71118597196a0b67,4,"2,5,8,15",2,1
round9,3776,1,-1,-1,3925841d02dc09fbdc118597196a0b32,3925f41d02de09fb72118597196a0b42,4,"2,5,8,15",2,1
round9,3778,255,-1,-1,3925841d02dc09fbdc118597196a0b32,3972841da5dc09fbdc11858e196aaa32,4,"1,4,11,14",1,1
round9,3778,128,-1,-1,3925841d02dc09fbdc118597196a0b32,39f8841d64dc09fbdc11858d196a2632,4,"1,4,11,14",1,1
round9,3778,85,-1,-1,3925841d02dc09fbdc118597196a0b32,39c3841d09dc09fbdc118530196aa332,4,"1,4,11,14",1,1
round9,3778,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3941841dd5dc09fbdc11859f196a0332,4,"1,4,11,14",1,1
round9,3778,1,-1,-1,3925841d02dc09fbdc118597196a0b32,39bd841d98dc09fbdc1185d0196a3e32,4,"1,4,11,14",1,1
round9,3780,255,-1,-1,3925841d02dc09fbdc118597196a0b32,3925b01d02a509fb6f118597196a0b81,4,"2,5,8,15",2,1
round9,3780,128,-1,-1,3925841d02dc09fbdc118597196a0b32,3925e51d022009fb55118597196a0b59,4,"2,5,8,15",2,1
round9,3780,85,-1,-1,3925841d02dc09fbdc118597196a0b32,3925f11d024809fb3e118597196a0bb3,4,"2,5,8,15",2,1
round9,3780,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3925e11d028b09fb71118597196a0b67,4,"2,5,8,15",2,1
round9,3780,1,-1,-1,3925841d02dc09fbdc118597196a0b32,3925f41d02de09fb72118597196a0b42,4,"2,5,8,15",2,1
round9,3782,255,-1,-1,3925841d02dc09fbdc118597196a0b32,3925b01d02a509fb6f118597196a0b81,4,"2,5,8,15",2,1
round9,3782,128,-1,-1,3925841d02dc09fbdc118597196a0b32,3925e51d022009fb55118597196a0b59,4,"2,5,8,15",2,1
round9,3782,85,-1,-1,3925841d02dc09fbdc118597196a0b32,3925f11d024809fb3e118597196a0bb3,4,"2,5,8,15",2,1
round9,3782,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3925e11d028b09fb71118597196a0b67,4,"2,5,8,15",2,1
round9,3782,1,-1,-1,3925841d02dc09fbdc118597196a0b32,3925f41d02de09fb72118597196a0b42,4,"2,5,8,15",2,1
round9,3784,255,-1,-1,3925841d02dc09fbdc118597196a0b32,3972841da5dc09fbdc11858e196aaa32,4,"1,4,11,14",1,1
round9,3784,128,-1,-1,3925841d02dc09fbdc118597196a0b32,39f8841d64dc09fbdc11858d196a2632,4,"1,4,11,14",1,1
round9,3784,85,-1,-1,3925841d02dc09fbdc118597196a0b32,39c3841d09dc09fbdc118530196aa332,4,"1,4,11,14",1,1
round9,3784,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3941841dd5dc09fbdc11859f196a0332,4,"1,4,11,14",1,1
round9,3784,1,-1,-1,3925841d02dc09fbdc118597196a0b32,39bd841d98dc09fbdc1185d0196a3e32,4,"1,4,11,14",1,1
round9,3792,255,-1,-1,3925841d02dc09fbdc118597196a0b32,398b841ddbdc09fbdc118581196aa132,4,"1,4,11,14",1,1
round9,3792,128,-1,-1,3925841d02dc09fbdc118597196a0b32,3963841d32dc09fbdc118587196a3d32,4,"1,4,11,14",1,1
round9,3792,85,-1,-1,3925841d02dc09fbdc118597196a0b32,3927841d5fdc09fbdc118528196a9032,4,"1,4,11,14",1,1
round9,3792,42,-1,-1,3925841d02dc09fbdc118597196a0b32,3999841dd0dc09fbdc118515196a9132,4,"1,4,11,14",1,1
round9,3792,1,-1,-1,3925841d02dc09fbdc118597196a0b32,39d7841d0fdc09fbdc11850d196ae632,4,"1,4,11,14",1,1
